"bldrgstPk","bldNm","sggNm","bjdongNm","beonji","regstrKindNm","mainPurpsNm","strctNm","totarea","flrCnt","platArea","archArea","bcRat","vlRat","etcStrct","etcRoof","pmsDay","stcnsDay","useaprDay"
"11710-22943",,"송파구","송파동","143-3","일반건축물","근린생활시설,","철근콘크리트구조","1868.46","4/1","0","0","0","0","철근콘크리트조","스라브","19841026",,"19850731"
"11710-100467802",,"송파구","송파동","143-5","표제부","공동주택(다세대주택)","철근콘크리트구조","434.74","5/0","218.1","130.68","59.92","199.33","철근콘크리트구조","평지붕","20140807","20140901","20150330"
"11710-20059",,"송파구","송파동","143-6","일반건축물","근린생활시설","철근콘크리트구조","1048.08","4/1","421.5","200.64","47.6","190.41","철근콘크리트조","스라브","19880129",,"19880727"
"11710-20393",,"송파구","송파동","143-7","일반건축물","근린생활시설, 주택","철근콘크리트구조","581.51","4/1","278.4","148.66","53.398","187.94","철근콘크리트조","평스라브","19920316","199203","19920914"
"11710-8215",,"송파구","송파동","144","일반건축물","교육연구시설, 근린생활시설, 주택","철근콘크리트구조","1031.94","5/1","343.5","167.72","49.06","234.63","철근콘크리트라멘조","평스라브","19910531","19920303","19921113"
"11710-21000",,"송파구","송파동","144-1","일반건축물","근린생활시설외1","철근콘크리트구조","346.63","3/1","0","0","0","0","철근콘크리트조, 세멘벽돌조","평스라브","19870523",,"19870825"
"11710-8679",,"송파구","송파동","144-2","일반건축물","다가구주택 외2","철근콘크리트구조","683.62","4/1","0","0","0","0","철근콘크리트조 외1","평스라브","19870922",,"19880212"
"11710-11293",,"송파구","송파동","144-3","일반건축물","근린생활시설, 주택","철근콘크리트구조","757.2","4/1","304","151.44","49.82","199.26","철근콘크리트조, 세멘벽돌조,경량철골조","스라브","19870504",,"19870813"
"11710-22170",,"송파구","송파동","144-4","일반건축물","다가구주택","벽돌구조","249.87","2/1","234.3","0","0","0","연와조","경사스라브위기와","19850429",,"19850807"
"11710-18734",,"송파구","송파동","144-5","일반건축물","단독주택","벽돌구조","295.76","2/1","0","0","0","0","연와조","경사스라브위기와","19860621",,"19861120"
"11710-100537182","선인빌","송파구","송파동","144-6","표제부","다세대주택 및 근린생활시설","철근콘크리트구조","329.84","5/0","169.2","98.7","58.33","194.94","철근콘크리트구조","(철근)콘크리트","20200714","20200730","20201026"
"11710-100175084",,"송파구","송파동","144-7","일반건축물","근린생활시설 및 다가구주택(5가구)","철근콘크리트구조","441.87","4/1","180.7","108.16","59.86","196.88","철근콘크리트구조","평스라브","20020503","20020812","20021224"
"11710-7687",,"송파구","송파동","144-8","일반건축물","다가구주택, 근린생활시설","철근콘크리트구조","648.06","4/1","301.5","166.95","55.37","166.14","철근콘크리트조, 세멘벽돌조","평스라브","19871022",,"19880514"
"11710-15303",,"송파구","송파동","144-10","일반건축물","단독주택","벽돌구조","233.51","3/1","0","0","0","0","연와조","경사스라브위기와","19840321",,"19840821"
"11710-13088",,"송파구","송파동","144-11","일반건축물","단독주택","벽돌구조","259.77","2/1","234.29","0","0","0","연와조","경사스라브위기와","19840823",,"19841201"
"11710-14897","드림하이존","송파구","송파동","144-12","표제부","공동주택","철근콘크리트구조","416.42","5/0","194.1","116.06","59.79","214.54","철근콘크리트구조","평스라브","20020904","20030610","20031226"
"11710-9180",,"송파구","송파동","144-14","표제부","다세대주택","벽돌구조","307.53","2/1","0","0","0","0","연와조","경사스라브위기와","19860226",,"19861013"
"11710-22074",,"송파구","송파동","144-15","일반건축물","단독주택","벽돌구조","249.3","2/1","193.05","0","0","0","연와조","경사스라브위기와","19860211",,"19860607"
"11710-100236689","파인힐","송파구","송파동","144-16","표제부","공동주택(다세대주택)","철근콘크리트구조","475.19","5/0","208.8","131.86","63.15","227.58","철근콘크리트구조","평스라브","20110304","20110304","20110720"
"11710-3753",,"송파구","송파동","144-17","일반건축물","단독주택","벽돌구조","247.89","2/1","165.2","0","0","0","연와조","경사스라브위기와","19860116",,"19861017"
"11710-19735",,"송파구","송파동","144-18","일반건축물","단독주택","벽돌구조","248.34","2/1","171.24","84.92","49.5","94.1","연와조","경사스라브위기와","19860122","19860324","19860611"
"11710-19912",,"송파구","송파동","144-19","일반건축물","근린생활시설, 주택","벽돌구조","316.47","3/1","0","0","0","0","철근콘크리트조, 세멘벽돌조","평스라브","19870523",,"19870825"
"11710-271",,"송파구","송파동","145","총괄표제부","공동주택",,"650.88","/",,,,,,,,,
"11710-25012",,"송파구","송파동","145-1","일반건축물","단독주택","철근콘크리트구조","318.84","2/1","243.9","0","0","0","철근콘크리트구조","스라브위스페니쉬기와","19840802",,"19841128"
"11710-4411",,"송파구","송파동","145-3","표제부","다세대주택(8세대)","철근콘크리트구조","658.68","5/0","294.4","173.54","58.94","223.73","철근콘크리트조","평스라브","20010320","20010411","20010817"
"11710-14095","BISON","송파구","송파동","145-4","일반건축물","다가구주택","철근콘크리트구조","461.42","4/0","271","156.7","57.82","148.18","철근콘크리트구조","(철근)콘크리트경사지붕","20060414","20060426","20061011"
"11710-100536063",,"송파구","송파동","145-5","표제부","도시형생활주택","철근콘크리트구조","551.27","5/1","267.6","160.23","59.88","186.84","철근콘크리트구조","(철근)콘크리트","20191004","20191206","20200728"
"11710-6680",,"송파구","송파동","145-6","일반건축물","근린생활시설, 주택","철근콘크리트구조","491.64","3/1","0","0","0","0","철근콘크리트조, 연와조","평스라브","19860802",,"19870214"
"11710-4749",,"송파구","송파동","145-7","일반건축물","근린생활시설","철근콘크리트구조","1009.67","3/1","592.1","300.51","50.75","145.85","철근콘크리트조 / 연와조","스라브","19831119",,"19840312"
"11710-8043",,"송파구","송파동","145-9","표제부","공동주택","철근콘크리트구조","592.11","5/0","248.1","148.56","59.88","238.66","철근콘크리트구조","(철근)콘크리트, 평스라브","20020410","20030630","20040818"
"11710-100471654","삼성팰리스","송파구","송파동","145-10","표제부","다세대주택","철근콘크리트구조","482.5","5/0","241.7","143.46","59.35","199.63","철근콘크리트구조","평지붕","20141216","20150106","20150820"
"11710-100509561",,"송파구","송파동","145-11","표제부","다세대주택","철근콘크리트구조","399.73","5/0","247.3","146.42","59.21","161.64","철근콘크리트구조","(철근)콘크리트","20170209","20170320","20171115"
"11710-100554002","아침햇살","송파구","송파동","145-12","일반건축물","단독주택","철근콘크리트구조","379.58","3/1","210.4","114.24","54.3","130.24","철근콘크리트구조","(철근)콘크리트","20200327","20200928","20210512"
"11710-20498",,"송파구","송파동","145-13","일반건축물","근린생활시설","철근콘크리트구조","638.4","4/1","0","0","0","0","철근콘크리트조","평스라브","19880722",,"19890530"
"11710-100522602","라움","송파구","송파동","145-15","표제부","도시형생활주택(단지형다세대주택)","철근콘크리트구조","495.93","6/0","248","148.42","59.85","199.97","철근콘크리트구조","(철근)콘크리트","20171024","20180308","20181123"
"11710-100522602","라움","송파구","송파동","145-15","표제부","도시형생활주택(단지형다세대주택)","철근콘크리트구조","495.93","6/0","248","148.42","59.85","199.97","철근콘크리트구조","(철근)콘크리트","20171024","20180308","20181123"
"11710-100493403","베네하우스 송파","송파구","송파동","145-16","표제부","다세대주택","철근콘크리트구조","495.48","5/0","247.9","148.72","59.99","199.87","철근콘크리트구조","(철근)콘크리트","20160122","20160415","20161124"
"11710-8931",,"송파구","송파동","145-17","일반건축물","제2종근린생활시설 외1","철근콘크리트구조","494.27","3/1","248","131.12","52.87","152.66","철근콘크리트구조 외2","(철근)콘크리트","19880604",,"19881007"
"11710-8676",,"송파구","송파동","145-18","일반건축물","근린생활시설","철근콘크리트구조","619.09","4/1","251.2","125.46","49.94","187.2","철근콘크리트구조","평스라브","19910430","19910509","19910918"
"11710-12672",,"송파구","송파동","145-19","일반건축물","근린생활시설, 다가구주택(4가구)","철근콘크리트구조","920.64","4/1","330.3","175.17","53.03","203.61","철근콘크리트조","평스라브","19890403",,"19890926"
"11710-100483683","미리내하우스","송파구","송파동","145-20","표제부","도시형생활주택","철근콘크리트구조","458.15","5/0","244","145.6","59.67","187.77","철근콘크리트구조","평지붕","20151124","20151203","20160830"
"11710-10900",,"송파구","송파동","145-21","표제부","다세대주택","철근콘크리트구조","578.85","4/1","315","125.06","39.7","154.68","철근콘크리트조","경사스라브","19921228","19930312","19930924"
"11710-5666",,"송파구","송파동","145-23","일반건축물","근린생활시설","철근콘크리트구조","493.02","3/1","0","0","0","0","철근콘크리트구조","평스라브","19870501",,"19871015"
"11710-21667",,"송파구","송파동","145-24","일반건축물","근린생활시설,","철근콘크리트구조","294.28","4/1","165.2","80.98","49.02","165.27","철근콘크리트조, 연와조","평스라브","19930812","19931022","19940521"
"11710-24790",,"송파구","송파동","146-1","일반건축물","근린생활시설","철근콘크리트구조","481.56","3/1","0","0","0","0","철근콘크리트조","평스라브","19850418",,"19850731"
"11710-9709",,"송파구","송파동","146-2","일반건축물","근린생활시설, 체육시설","철근콘크리트구조","1571.68","4/1","0","0","0","0","철근콘크리트조","스라브","19850528",,"19851128"
"11710-15432",,"송파구","송파동","146-3","일반건축물","근린생활시설","철근콘크리트구조","437.62","3/1","0","0","0","0","철근콘크리트조","스라브","19860321",,"19860911"
"11710-11776",,"송파구","송파동","146-4","일반건축물","근린생활시설,","철근콘크리트구조","792.39","4/1","0","0","0","0","철근콘크리트조","평스라브","19840528",,"19841222"
"11710-100464442","태우빌딩","송파구","송파동","146-6","일반건축물","근린생활시설","철근콘크리트구조","3713.03","6/3","843.9","504.52","59.78","199.89","철근콘크리트구조","평지붕","20130927","20131118","20141022"
"11710-20050",,"송파구","송파동","147","일반건축물","근린생활시설","철근콘크리트구조","732.5","4/1","287.2","163","56.75","199.37","철근콘크리트조, 경량철골조","아연도강판 경사지붕","19840423",,"19850802"
"11710-22202",,"송파구","송파동","147-1","일반건축물","근린생활시설","철근콘크리트구조","1114.4","4/1","373.7","186.78","49.98","216.21","철근콘크리트조","평스라브","19900615","19901009","19910522"
