"bldrgstPk","bldNm","sggNm","bjdongNm","beonji","regstrKindNm","mainPurpsNm","strctNm","totarea","flrCnt","platArea","archArea","bcRat","vlRat","etcStrct","etcRoof","pmsDay","stcnsDay","useaprDay"
"11710-100525162","자인","송파구","송파동","102-14","표제부","다세대주택","철근콘크리트구조","344.89","5/0","181.8","108.54","59.7","189.71","철근콘크리트구조","경사지붕","20180607","20180706","20190225"
"11710-100525162","자인","송파구","송파동","102-14","표제부","다세대주택","철근콘크리트구조","344.89","5/0","181.8","108.54","59.7","189.71","철근콘크리트구조","경사지붕","20180607","20180706","20190225"
"11710-100189659","아이리스빌","송파구","송파동","102-15","표제부","공동주택","철근콘크리트구조","371.94","5/0","186.1","111.6","59.97","199.86","철근콘크리트구조","철근콘크리트(평스라브)","20080507","20080519","20081031"
"11710-100540302","태우하우스II","송파구","송파동","102-16","표제부","도시형생활주택","철근콘크리트구조","387.89","5/0","211.5","126.5","59.81","183.4","철근콘크리트구조","(철근)콘크리트","20200528","20200624","20210121"
"11710-100528702",,"송파구","송파동","102-17","표제부","도시형생활주택(단지형다세대주택)","철근콘크리트구조","409.37","5/0","211.6","126.62","59.84","193.46","철근콘크리트구조","경사슬라브","20181205","20190117","20190809"
"11710-100528702",,"송파구","송파동","102-17","표제부","도시형생활주택(단지형다세대주택)","철근콘크리트구조","409.37","5/0","211.6","126.62","59.84","193.46","철근콘크리트구조","경사슬라브","20181205","20190117","20190809"
"11710-12680",,"송파구","송파동","102-18","표제부","공동주택","철근콘크리트구조","324.15","5/0","162.28","97.12","59.85","199.75","철근콘크리트구조","(철근)콘크리트","20040802","20050228","20050722"
"11710-100529662","은평하우스","송파구","송파동","102-19","표제부","다세대주택 및 근린생활시설","철근콘크리트구조","347.03","5/0","174.29","103.52","59.4","199.11","철근콘크리트구조","스라브","20181206","20190412","20191018"
"11710-100529662","은평하우스","송파구","송파동","102-19","표제부","다세대주택 및 근린생활시설","철근콘크리트구조","347.03","5/0","174.29","103.52","59.4","199.11","철근콘크리트구조","스라브","20181206","20190412","20191018"
"11710-100536282","밸류SL더힐","송파구","송파동","102-20","표제부","도시형생활주택","철근콘크리트구조","680.77","5/0","369.4","221.52","59.97","184.29","철근콘크리트구조","(철근)콘크리트","20180928","20181128","20200825"
"11710-100536282","밸류SL더힐","송파구","송파동","102-20","표제부","공동주택","철근콘크리트구조","680.77","5/0","369.4","221.52","59.97","184.29","철근콘크리트구조","(철근)콘크리트","20180928","20181128","20200825"
"11710-100533982","행복동","송파구","송파동","102-23","표제부","공동주택","철근콘크리트구조","351.57","5/0","181.9","108.36","59.57","186.2","철근콘크리트구조","평지붕","20190221","20190719","20200417"
"11710-100533962",,"송파구","송파동","102-24","표제부","다세대주택","철근콘크리트구조","376.51","5/0","190.1","113.88","59.91","198.06","철근콘크리트구조","(철근)콘크리트","20190221","20190716","20200417"
"11710-12208",,"송파구","송파동","102-25","일반건축물","단독주택","벽돌구조","249.48","2/1","191.14","91.92","48.09","82.43","연와조","경사스라브위기와","19860228",,"19860614"
"11710-100553642","태우하우스lll","송파구","송파동","102-26","표제부","도시형생활주택","철근콘크리트구조","319.97","5/0","178.4","106.8","59.87","179.36","철근콘크리트구조","(철근)콘크리트","20191127","20200820","20210428"
"11710-13431",,"송파구","송파동","102-27","일반건축물","근린생활시설, 단독주택","철근콘크리트구조","552.45","4/1","233.6","114.5","49","186.3","철근콘크리트조, 세멘벽돌조","스라브","19900803","19911030","19920522"
"11710-100530822","노블빌리지","송파구","송파동","102-28","표제부","다세대주택","철근콘크리트구조","334.79","5/0","176","105.13","59.73","190.22","철근콘크리트구조","평지붕","20190219","20190416","20191203"
"11710-100530822","노블빌리지","송파구","송파동","102-28","표제부","다세대주택","철근콘크리트구조","334.79","5/0","176","105.13","59.73","190.22","철근콘크리트구조","평지붕","20190219","20190416","20191203"
"11710-14108",,"송파구","송파동","102-29","표제부","다세대주택","철근콘크리트구조","795.09","4/1","267.3","159.67","59.73","231.61","철근콘크리트조","평슬래브","20000407","20000412","20010315"
"11710-15643",,"송파구","송파동","103","일반건축물","근린생활시설, 업무시설","철근콘크리트구조","1730.66","4/1","0","0","0","0","철근콘크리트조","스라브","19840711",,"19841203"
"11710-13950",,"송파구","송파동","103-1","일반건축물","근린생활시설","철근콘크리트구조","1065.9","3/1","0","0","0","0","철근콘크리트구조","(철근)콘크리트","19830818",,"19830920"
"11710-17536",,"송파구","송파동","103-2","일반건축물","근린생활시설","철근콘크리트구조","1327.2","4/1","533.4","265.44","49.76","199.05","철근콘크리트조","스라브","19880806","19880823","19890516"
"11710-7170",,"송파구","송파동","103-4","표제부","공동주택(다세대주택)","철근콘크리트구조","401.95","5/0","205.3","120.08","58.49","195.79","철근콘크리트구조","(철근)콘크리트,평스라브","20020313","20040216","20040721"
"11710-20123",,"송파구","송파동","103-5","표제부","다세대주택(10세대)","철근콘크리트구조","658.97","4/1","371.7","140.64","37.84","146.92","철근콘크리트조","평스라브","19910305","19910703","19911120"
"11710-6492","아이원빌","송파구","송파동","103-6","표제부","공동주택(다세대주택)","철근콘크리트구조","661.72","5/0","330.7","196.16","59.32","200.1","철근콘크리트구조","(철근)콘크리트평스라브","20070320","20070322","20070823"
"11710-20420",,"송파구","송파동","103-9","일반건축물","단독주택","철근콘크리트구조","454.75","4/1","0","0","0","0","철근콘크리트구조","평스라브","19850328",,"19850625"
"11710-22466",,"송파구","송파동","103-11","일반건축물","근린생활시설 외1","철근콘크리트구조","1305.52","6/1","0","0","0","0","철근콘크리트조","스라브","19890407",,"19891117"
"11710-8473",,"송파구","송파동","103-12","표제부","공동주택","철근콘크리트구조","352.29","5/0","180.2","107.89","59.87","195.5","철근콘크리트구조","평스라브","20020913","20030411","20030725"
"11710-100460906","송파동 103-13 공동주택 (이동훈)","송파구","송파동","103-13","표제부","도시형생활주택 단지형 다세대주택","철근콘크리트구조","318.81","5/0","180.1","103.62","57.53","177.02","철근콘크리트구조","(철근)콘크리트","20131119","20131206","20140416"
"11710-7338",,"송파구","송파동","103-14","일반건축물","근린생활시설, 주택","철근콘크리트구조","703.82","5/1","262.2","129.66","49.45","218.03","철근콘크리트조","철근콘크리트조경사스라브위아스팔트슁글",,,"19901210"
"11710-21232",,"송파구","송파동","103-16","표제부","공동주택,다세대주택","철근콘크리트구조","659.98","5/0","354.6","182.68","51.52","186.12","철근콘크리트구조","(철근)콘크리트,평스라브","20020906","20020911","20030513"
"11710-21958",,"송파구","송파동","103-17","일반건축물","단독주택","벽돌구조","249.65","2/1","0","0","0","0","연와조","경사스라브위기와","19881125",,"19890515"
"11710-6740",,"송파구","송파동","103-19","일반건축물","단독주택","벽돌구조","170.84","2/1","0","0","0","0","연와조","경사스라브위기와","19840801",,"19841031"
"11710-100554802","현준빌","송파구","송파동","103-20","표제부","도시형생활주택","철근콘크리트구조","347.48","5/0","191.6","114.84","59.94","181.36","철근콘크리트구조","(철근)콘크리트","20200909","20201111","20210604"
"11710-100245706",,"송파구","송파동","103-21","표제부","공동주택(도시형생활주택,다세대주택)","철근콘크리트구조","409.7","5/0","191.7","114.66","59.81","213.72","철근콘크리트구조","평지붕","20120509","20120614","20121108"
"11710-7295",,"송파구","송파동","103-22","일반건축물","단독주택","벽돌구조","249.76","2/1","0","0","0","0","연와조","경사스라브위기와","19850415",,"19850704"
"11710-13797",,"송파구","송파동","103-23","일반건축물","단독주택","벽돌구조","249.82","2/1","191.7","89.5","46.69","83.630672","연와조","스라브위기와","19850422",,"19850805"
"11710-100563675","다스하다","송파구","송파동","103-24","표제부","공동주택","철골콘크리트구조","381.68","5/0","191.7","114.76","59.86","199.1","철골콘크리트구조","(철근)콘크리트","20210409","20210417","20220308"
"11710-100243386",,"송파구","송파동","103-25","표제부","다세대주택","철근콘크리트구조","407.98","5/0","194.1","116.28","59.9","210.19","철근콘크리트구조","평스라브","20120229","20120307","20120817"
"11710-100461572",,"송파구","송파동","103-26","표제부","다세대주택","철근콘크리트구조","370.58","5/0","191.7","114.66","59.81","193.31","철근콘크리트구조","평스라브","20140103","20140220","20140610"
"11710-24232","동우빌딩","송파구","송파동","103-27","일반건축물","근린생활시설","철근콘크리트구조","1194.8","4/1","0","0","0","0","철근콘크리트조","스라브","19860813",,"19861219"
"11710-100174242","파인힐빌딩","송파구","송파동","103-28","일반건축물","제1,2종근린생활시설","철근콘크리트구조","2034.04","5/1","781.7","451.38","57.74","199.69","철근콘크리트구조","(철근)콘크리트","20070525","20070612","20080321"
"11710-22038",,"송파구","송파동","103-29","일반건축물","근린생활시설","철근콘크리트구조","759.63","4/1","0","0","0","0","철근콘크리트구조","평스라브","19880618",,"19881111"
"11710-12994",,"송파구","송파동","103-30","일반건축물","근린생활시설","철근콘크리트구조","964.32","4/1","0","0","0","0","철근콘크리트구조","평스라브","19880326",,"19880712"
"11710-3657",,"송파구","송파동","103-31","일반건축물","근린생활시설, 주택","철근콘크리트구조","1346.97","6/1","417.5","207.55","49.7","245.7","철근콘크리트구조,세멘벽돌조","평스라브","19881119","19881119","19890501"
"11710-22433",,"송파구","송파동","103-33","일반건축물","근린생활시설, 단독주택","철근콘크리트구조","705.76","5/1","260.9","0","0","0","철근콘크리트조, 조적조","평스라브","19850621",,"19851109"
"11710-8586",,"송파구","송파동","103-34","일반건축물","근린생활시설, 주택","철근콘크리트구조","611.44","4/1","0","0","0","0","철근콘크리트조, 세멘벽돌조","평스라브","19870227",,"19870605"
"11710-9299",,"송파구","송파동","103-35","일반건축물","근린생활시설, 다가구주택","철근콘크리트구조","522.03","4/1","215.5","107.35","49.81","185.7","철근콘크리트조, 세멘벽돌조","평스라브","19881126",,"19890522"
"11710-6318","힐스빌","송파구","송파동","104","표제부","공동주택(아파트)","철근콘크리트구조","1778.96","6/1","477.8","282.94","59.22","293.51","철근콘크리트조","평스라브","20001230","20010315","20010929"
"11710-5835","위례캐슬빌","송파구","송파동","104-1","표제부","공동주택,근린생활시설","철근콘크리트구조","1939.68","7/1","508.9","282.37","55.49","299.69","철근콘크리트구조","평스라브","20020402","20020512","20030506"
"11710-100505517","우암빌리지","송파구","송파동","104-2","총괄표제부","도시형생활주택(단지형다세대)",,"1192.86","/",,,,,,,,,
"11710-100447446",,"송파구","송파동","104-3","표제부","공동주택(도시형생활주택)","철근콘크리트구조","338.97","5/0","177","97.88","55.3","191.51","철근콘크리트구조","(철근)콘크리트","20120917","20121003","20130328"
"11710-21764",,"송파구","송파동","104-4","일반건축물","근린생활시설,","철근콘크리트구조","1416.75","4/1","598.4","268","44.8","175","철근콘크리트조","스라브","19881123","19890419","19891219"
"11710-12159",,"송파구","송파동","104-5","일반건축물","근린생활시설","철근콘크리트구조","964.52","4/1","0","0","0","0","철근콘크리트조, 세멘벽돌조","평스라브","19881012",,"19890428"
"11710-22778",,"송파구","송파동","104-6","일반건축물","단독주택","벽돌구조","266.4","2/1","181.4","102.8","56.67","90.18","연와조, 철근콘크리트조","경사스라브위기와, 평스라브","19871113",,"19880322"
"11710-21583",,"송파구","송파동","104-7","표제부","다세대주택(6세대)","철근콘크리트구조","484.11","4/0","212.2","127.1","59.89","204.05","철근콘크리트조","평스라브","20010404","20010503","20011123"
"11710-1000000000000000397917","퍼스트초이스 송파II","송파구","송파동","104-8","표제부","공동주택","철근콘크리트구조","356.17","5/0","178.5","106.66","59.75","199.54","철근콘크리트구조","(철근)콘크리트","20210427","20220315","20221028"
"11710-22082",,"송파구","송파동","104-10","일반건축물","근린생활시설, 주택","철근콘크리트구조","952.95","4/1","0","0","0","0","철근콘크리트조, 세멘벽돌조","평스라브","19881012",,"19890420"
"11710-100505517","우암빌리지","송파구","송파동","104-2","총괄표제부","공동주택",,"1192.86","/",,,,,,,,,
"11710-8582",,"송파구","송파동","105","일반건축물","단독주택 외2","철근콘크리트구조","650.81","4/1","222","131.37","59.18","217.13","철근콘크리트구조","(철근)콘크리트,평스라브","19970502","19970519","19971118"
"11710-100237263","엘림하우스","송파구","송파동","105-1","표제부","다세대주택","철근콘크리트구조","383.44","5/0","168.1","101.29","60.26","228.1","철근콘크리트구조","평스라브","20110420","20110504","20110831"
"11710-8254",,"송파구","송파동","105-2","표제부","공동주택","철근콘크리트구조","337.34","5/0","162.6","96.64","59.43","207.47","철근콘크리트구조","경사스라브","20020513","20020618","20021119"
"11710-9914",,"송파구","송파동","105-3","표제부","공동주택","철근콘크리트구조","334.32","5/0","162.4","96.31","59.3","205.86","철근콘크리트구조","(철근)콘크리트","20020511","20020604","20021119"
"11710-23993",,"송파구","송파동","105-4","표제부","공동주택","철근콘크리트구조","655.92","5/0","304.8","167.37","54.91","215.2","철근콘크리트구조","평스라브","20030603","20030703","20040213"
"11710-24802",,"송파구","송파동","105-7","일반건축물","단독주택","벽돌구조","234.99","2/1","0","0","0","0","연와조","경사스라브위기와","19850812",,"19851212"
"11710-23788",,"송파구","송파동","105-8","일반건축물","단독주택","벽돌구조","245.7","2/1","0","0","0","0","연와조","경사스라브위기와","19880208",,"19880525"
"11710-8468",,"송파구","송파동","105-9","일반건축물","단독주택","벽돌구조","244.52","2/1","0","0","0","0","연와조","경사스라브위기와","19880220",,"19880628"
"11710-100536502","소리아리Ⅱ","송파구","송파동","105-10","표제부","도시형생활주택(원룸형)","철근콘크리트구조","288.98","4/0","166","99.4","59.88","174.08","철근콘크리트구조","평슬라브","20200414","20200504","20200909"
"11710-100509761",,"송파구","송파동","105-11","표제부","다세대주택","철근콘크리트구조","314.65","5/0","164.6","97.98","59.53","191.16","철근콘크리트구조","(철근)콘크리트","20170328","20170404","20171121"
"11710-100558682",,"송파구","송파동","105-12","일반건축물","단독주택(다가구주택) 및 근린생활시설","철근콘크리트구조","325.9","4/0","165.4","99.14","59.9395","197.0375","철근콘크리트구조","(철근)콘크리트","20201215","20210201","20210902"
"11710-1000000000000000243480","송파동 퍼스트초이스","송파구","송파동","105-13","일반건축물","다가구주택","철근콘크리트구조","316.55","4/0","163.8","97.52","59.54","193.25","철근콘크리트구조","(철근)콘크리트","20211229","20220315","20221013"
"11710-18903",,"송파구","송파동","105-14","표제부","공동주택","철근콘크리트구조","515.5","4/1","178.5","107.01","59.95","228.85","철근콘크리트조","평스라브","20010510","20020222","20020726"
"11710-19906",,"송파구","송파동","105-15","표제부","공동주택","철근콘크리트구조","419.84","5/0","184.7","107.74","58.33","227.31","철근콘크리트구조","평스라브","20030603","20030703","20040203"
"11710-5758","아담빌라","송파구","송파동","106-2","표제부","다세대주택","철근콘크리트구조","831.95","4/1","294.7","168.73","57.25","212.47","철근콘크리트조","평스라브","20000703","20010210","20010626"
"11710-100564422","송파더힐","송파구","송파동","106-3","표제부","공동주택","철근콘크리트구조","402.02","6/1","182.6","109.32","59.87","199.87","철근콘크리트구조","평스라브","20210812","20210909","20220502"
"11710-100496617","지음1064","송파구","송파동","106-4","일반건축물","다가구주택 및 근린생활시설","철근콘크리트구조","244.37","5/0","122.3","72.9","59.61","199.81","철근콘크리트구조","평지붕","20160714","20160725","20170116"
"11710-3975",,"송파구","송파동","106-5","일반건축물","주택, 근린생활시설","철근콘크리트구조","239.03","3/1","0","0","0","0","철근콘크리트조, 세멘벽돌조","평스라브","19870415",,"19870622"
"11710-100461922","예은 아트빌","송파구","송파동","106-7","표제부","다세대주택(도시형생활주택-원룸형)","철근콘크리트구조","261.84","5/0","134.6","78.08","58.01","189.96","철근콘크리트구조","(철근)콘크리트","20121228","20131116","20140627"
"11710-13454",,"송파구","송파동","106-8","일반건축물","다가구주택(3가구),근린생활시설","철근콘크리트구조","359.58","3/1","163.9","97.11","59.25","169.62","철근콘크리트구조","평스라브","19910415","19910502","19911108"
"11710-14422",,"송파구","송파동","106-9","일반건축물","노유자시설(어린이집)","철근콘크리트구조","959.13","3/1","747.32","301.54","40.35","101.49","철근콘크리트","평스라브","19931230","19931230","19940909"
"11710-19125",,"송파구","송파동","106-10","일반건축물","단독주택","벽돌구조","243.67","2/1","165.29","82.32","49.8","95.71","연와조","경사스라브위기와","19860916",,"19861230"
"11710-100236157",,"송파구","송파동","106-11","표제부","공동주택","철근콘크리트구조","376.58","4/0","167.2","104.74","62.64","205.63","철근콘크리트구조","평스라브","20101207","20110115","20110627"
"11710-23628",,"송파구","송파동","106-12","일반건축물","다가구용단독주택(6가구)","벽돌구조","349.44","3/1","0","99.12","59.28","149.71","연와조","평스라브","19920601","19920624","19940625"
"11710-100235361","영빌라","송파구","송파동","106-13","표제부","공동주택","철근콘크리트구조","307.29","4/0","167.2","117.92","70.53","183.79","철근콘크리트구조","평스라브","20101019","20101029","20110425"
"11710-15469",,"송파구","송파동","106-14","일반건축물","근린생활시설","철근콘크리트구조","959.31","3/1","0","0","0","0","철근콘크리트조","스라브","19870408",,"19870928"
"11710-9721",,"송파구","송파동","106-15","일반건축물","근린생활시설","철근콘크리트구조","1444.94","5/1","477","222.92","46.73","221.89","철근콘크리트조","평스라브","19900222","19900423","19901231"
"11710-4337","센추리빌","송파구","송파동","106-17","표제부","공동주택","철근콘크리트구조","659.76","5/0","334.2","194.71","58.26","197.41","철근콘크리트구조","평스라브","20030901","20030916","20040403"
"11710-13178",,"송파구","송파동","106-19","일반건축물","단독주택","벽돌구조","260.16","2/1","0","0","0","0","연와조","경사스라브위기와","19850322",,"19851202"
"11710-5162",,"송파구","송파동","106-20","일반건축물","다가구주택(6가구)","철근콘크리트구조","380.16","3/1","167.2","99.45","59.48","167.89","철근콘크리트조","평스라브","20010117","20010323","20010611"
"11710-14097",,"송파구","송파동","108","일반건축물","근린생활시설, 다가구단독주택","철근콘크리트구조","798.13","5/0","297.6","178.25","59.89","268.19","철근콘크리트조","평스라브","20010707","20020307","20020715"
"11710-20964",,"송파구","송파동","108-1","일반건축물","근린생활시설, 주택","철근콘크리트구조","475.7","5/1","0","0","0","0","철근콘크리트조",,"19910726",,"19921015"
"11710-100237903","송파캐슬","송파구","송파동","108-2","표제부","공동주택","철근콘크리트구조","376.43","5/0","193","115.76","59.98","195.04","철근콘크리트구조","평슬라브","20110404","20110415","20111005"
"11710-23553",,"송파구","송파동","108-3","표제부","다세대주택","철근콘크리트구조","642.96","5/0","283.1","169.78","59.97","227.11","철근콘크리트조","평스라브","20001011","20001014","20010329"
"11710-25189",,"송파구","송파동","108-4","일반건축물","근린생활시설","벽돌구조","305.19","3/1","180.8","89.7","49.61","164.57","벽돌구조","평스라브","19860916",,"19861224"
"11710-100534522","광채빌라","송파구","송파동","108-5","표제부","도시형생활주택(원룸형주택)","철근콘크리트구조","493.59","5/0","246.9","147.25","59.64","199.91","철근콘크리트구조","평지붕","20190322","20200102","20200525"
"11710-8774","신우빌리지","송파구","송파동","108-6","표제부","공동주택(다세대주택)","철근콘크리트구조","476.29","5/0","198.4","118.66","59.81","240.07","철근콘크리트구조","철근콘크리트 평스라브","20020527","20031030","20041103"
"11710-100180774","세영퍼스트빌","송파구","송파동","108-7","표제부","공동주택(다세대주택)","철근콘크리트구조","402.99","5/0","195.6","117.04","59.84","206.03","철근콘크리트구조","평스라브","20080407","20080415","20080908"
"11710-100463162",,"송파구","송파동","108-8","표제부","다세대주택","철근콘크리트구조","458.36","5/0","231.4","138.47","59.84","198.08","철근콘크리트구조","(철근)콘크리트","20140306","20140315","20140812"
"11710-21727",,"송파구","송파동","108-9","일반건축물","근린생활시설외1","철근콘크리트구조","490.68","3/1","0","0","0","0","철근콘크리트구조","평스라브","19870404",,"19870630"
"11710-20813","명성빌딩","송파구","송파동","108-10","일반건축물","근린생활시설, 다가구주택(4가구)","철근콘크리트구조","516.94","5/1","207.8","102.86","49.49","187.39","철근콘크리트조","평스라브","19891130","19900105","19910315"
"11710-4969",,"송파구","송파동","108-11","표제부","공동주택","철근콘크리트구조","528.85","5/0","231.4","137.7","59.51","228.54","철근콘크리트구조","평슬라브","20021001","20030419","20030814"
"11710-12558","녹산아트빌","송파구","송파동","108-12","표제부","공동주택","철골콘크리트구조","637.15","5/0","286.5","170.82","59.62","222.39","철골콘크리트구조","평슬라브","20030612","20030630","20040112"
"11710-24349",,"송파구","송파동","108-13","표제부","다세대주택","철근콘크리트구조","876.69","4/1","312.8","181.02","57.87","208.97","철근콘크리트조","평스라브","20000316","20000320","20000724"
"11710-3696","민재패션","송파구","송파동","108-14","일반건축물","다가구주택(5가구) 외2","철근콘크리트구조","874.25","5/1","264.9","154.93","58.49","256.55","철근콘크리트구조","(철근)콘크리트,평스라브","20020917","20030701","20040216"
"11710-100481403","청명그랑빌","송파구","송파동","108-15","표제부","공동주택","철근콘크리트구조","382.69","5/0","193.7","116.18","59.98","197.57","철근콘크리트구조","평스라브","20160111","20160309","20160621"
"11710-21566",,"송파구","송파동","108-17","일반건축물","근린생활시설 및 다가구주택","벽돌구조","299.14","3/1","0","0","0","0","철근콘크리트조 및 연와조","평스라브","19860916",,"19861224"
"11710-19870",,"송파구","송파동","108-18","일반건축물","단독주택","벽돌구조","295.05","3/1","0","0","0","0","벽돌구조","평스라브","19860922",,"19861124"
"11710-6837",,"송파구","송파동","108-19","일반건축물","근린생활시설, 주택","벽돌구조","302.28","3/1","0","0","0","0","철근콘크리트조, 세멘벽돌조","평스라브","19860922",,"19861124"
"11710-100465154",,"송파구","송파동","108-20","표제부","다세대주택,근린생활시설","철근콘크리트구조","367.93","5/0","184.5","109.98","59.6","199.42","철근콘크리트구조","평스라브","20140529","20140610","20141124"
"11710-100483843","로얄팰리스","송파구","송파동","108-22","표제부","근린생활시설 및 다세대주택","철근콘크리트구조","353.79","5/0","195.5","117","59.85","180.97","철근콘크리트구조","(철근)콘크리트","20160317","20160331","20160902"
"11710-18732",,"송파구","송파동","108-23","일반건축물","근린생활시설외1","철근콘크리트구조","495.41","4/1","0","0","0","0","철근콘크리트구조","평스라브","19890918",,"19900124"
"11710-100238641",,"송파구","송파동","109","표제부","공동주택","철근콘크리트구조","359.97","5/0","180","107.57","59.76","199.98","철근콘크리트구조","평지붕","20110318","20110406","20111107"
"11710-6834",,"송파구","송파동","109-1","표제부","공동주택","철근콘크리트구조","391.25","5/0","166.6","99.66","59.82","234.84","철근콘크리트구조","평슬래브","20030319","20030704","20031028"
"11710-100469422","세명","송파구","송파동","109-2","표제부","도시형생활주택(단지형다세대)","철근콘크리트구조","383.52","5/0","192.6","114.75","59.58","199.13","철근콘크리트구조","평스라브","20141202","20150209","20150708"
"11710-100498704",,"송파구","송파동","109-3","표제부","도시형생활주택","철근콘크리트구조","623.735","6/0","312.4","177.38","56.78","199.66","철근콘크리트구조","평지붕","20160802","20160829","20170313"
"11710-8887",,"송파구","송파동","109-4","일반건축물","단독주택","벽돌구조","241.38","2/1","0","0","0","0","연와조","경사스라브위기와","19850904",,"19851202"
"11710-18414",,"송파구","송파동","109-5","표제부","공동주택(다세대주택)","철근콘크리트구조","352.42","5/0","176.6","104.92","59.41","199.56","철근콘크리트구조","(철근)콘크리트,평스라브","20051229","20060227","20060619"
"11710-10609",,"송파구","송파동","109-6","표제부","공동주택(다세대주택)","철근콘크리트구조","658.56","5/0","316","181.68","57.49","208.41","철근콘크리트구조","철근콘크리트조 평스라브","20030419","20040501","20040930"
"11710-11664",,"송파구","송파동","109-7","일반건축물","다가구용단독주택","철근콘크리트구조","442.77","3/1","207.1","119.7","57.79","155.99","철근콘크리트조","평스라브",,,"19971220"
"11710-100493543","대원하우스","송파구","송파동","109-8","표제부","다세대주택 및 근린생활시설","철근콘크리트구조","420.55","5/0","211.2","126.37","59.83","199.12","철근콘크리트구조","평지붕","20160420","20160516","20161130"
"11710-13063",,"송파구","송파동","109-9","일반건축물","다가구주택(7가구)","철근콘크리트구조","480.18","3/1","216.3","128.94","59.61","164.3","철근콘크리트조","평스라브","20011103","20020225","20020809"
"11710-6866","해오름빌라","송파구","송파동","109-10","표제부","공동주택","철근콘크리트구조","386.54","5/0","193.5","114.66","59.26","199.76","철근콘크리트구조","(철근)콘크리트,아스팔트슁글경사지붕","20041106","20050316","20050722"
"11710-100493163",,"송파구","송파동","109-11","표제부","다세대주택","철근콘크리트구조","377.79","5/0","196.6","117.56","59.8","192.16","철근콘크리트구조","(철근)콘크리트","20150611","20160502","20161108"
"11710-9229",,"송파구","송파동","109-12","표제부","공동주택(다세대주택)","철근콘크리트구조","406.06","5/0","205.9","123.2","59.83","197.21","철근콘크리트구조","(철근)콘크리트,평스라브","20051229","20060227","20060612"
"11710-100453567","레인보우빌","송파구","송파동","109-13","표제부","공동주택(다세대주택)","철근콘크리트구조","343.13","5/0","178.5","107.01","59.95","192.23","철근콘크리트구조","평지붕","20121226","20130102","20130801"
"11710-100178461",,"송파구","송파동","109-14","표제부","다세대주택","철근콘크리트구조","359.32","5/0","165.9","98.82","59.57","216.59","철근콘크리트구조","평스라브","20060710","20080304","20080716"
"11710-100522294",,"송파구","송파동","110","표제부","다세대주택","철근콘크리트구조","450.12","5/0","225.2","134.24","59.61","199.88","철근콘크리트구조","평스라브","20180219","20180503","20181113"
"11710-100522294",,"송파구","송파동","110","표제부","다세대주택","철근콘크리트구조","450.12","5/0","225.2","134.24","59.61","199.88","철근콘크리트구조","평스라브","20180219","20180503","20181113"
"11710-17168",,"송파구","송파동","110-1","표제부","공동주택","철근콘크리트구조","485.77","5/0","203","121.68","59.94","239.3","철근콘크리트구조","평스라브","20020415","20020620","20030124"
"11710-3761","성우드림빌라","송파구","송파동","110-2","표제부","다세대주택","철근콘크리트구조","625.49","4/0","297.6","165.26","55.53","210.17","철근콘크리트조","평슬라브","20001101","20001102","20010503"
"11710-100529642","도담","송파구","송파동","110-3","표제부","다세대주택 및 근린생활시설","철근콘크리트구조","548.11","5/0","274.2","163.8","59.74","199.89","철근콘크리트구조","평지붕","20180816","20190212","20191017"
"11710-100529642","도담","송파구","송파동","110-3","표제부","다세대주택 및 근린생활시설","철근콘크리트구조","548.11","5/0","274.2","163.8","59.74","199.89","철근콘크리트구조","평지붕","20180816","20190212","20191017"
"11710-16189",,"송파구","송파동","110-4","표제부","공동주택(다세대주택)","철근콘크리트구조","327.27","6/0","166.4","99.53","59.81","196.68","철근콘크리트구조","(철근)콘크리트 평스라브","20041001","20050826","20051209"
"11710-19419",,"송파구","송파동","110-5","일반건축물","다가구주택(6가구)","철근콘크리트구조","417.49","3/1","191.2","113.5","59.36","159.4","철근콘크리트조","평스라브","20011015","20011018","20020305"
"11710-100481683",,"송파구","송파동","110-6","표제부","다세대주택","철근콘크리트구조","330.46","5/0","165.4","99.19","59.97","199.79","철근콘크리트구조","(철근)콘크리트","20160205","20160205","20160705"
"11710-3619",,"송파구","송파동","110-7","표제부","연립주택","철근콘크리트구조","919.68","3/1","0","0","0","0","철근콘크리트조","스라브","19880510",,"19881121"
"11710-21070","힐하우스","송파구","송파동","110-8","일반건축물","다가구주택(5가구)","철근콘크리트구조","433.37","3/1","213.4","127.28","59.64","165.02","철근콘크리트구조","(철근)콘크리트,평지붕","20021023","20040310","20040731"
"11710-100173923",,"송파구","송파동","110-9","표제부","다세대주택","철근콘크리트구조","532.44","5/0","249","149.22","59.93","213.83","철근콘크리트구조","(철근)콘크리트","20070821","20070903","20080215"
"11710-14455",,"송파구","송파동","110-10","일반건축물","단독주택","벽돌구조","249.36","2/1","170.59","84.52","49.5","96.6","연와조","경사스라브위기와","19860616",,"19860911"
"11710-10757",,"송파구","송파동","110-11","표제부","다세대주택","철근콘크리트구조","487.13","4/0","214","128.25","59.93","227.63","철근콘크리트조","평스라브","20010510","20010522","20011018"
"11710-21734",,"송파구","송파동","110-12","일반건축물","다가구용단독주택(5가구)","벽돌구조","241.86","2/1","174.9","101.32","57.93","92.18","연와조","평스라브","19910708","19911229","19920610"
"11710-19736",,"송파구","송파동","110-13","일반건축물","단독주택","벽돌구조","244.62","2/1","0","0","0","0","연와조","경사스라브위기와","19860426",,"19860924"
